id,Predicted
34,.DhpRamhsthfytinflEShndiznatpRhvydhkRytiRIhndbyWictUhsesDhfedzpRhfoRmhns.
35,.jORabImAvrkOOnrDAnhfelzmyenbIdalfhnzditHizpaRtbyOphdiGin?UstEdIhmbOslaRjIiWivTpRyvhtfhndz.
36,.DhkAmtEnHhzWhnsevRhlkRIEtibhlWrdsinsDhpRadhktWhzintRhd?UstinaktObrnyntInEtIsikspiRIhd.
37,.DEkhnolsOSOHwDhSEphndsyzhvkAnthnhnsAndOiSihzHAvcEnjdOvrtym.
38,.SIgotrSakHIsez.bhtDhbighSakWhznatanDhjab.
39,.dhbhlkWOtDIinsrntIlOHhzinkRIsbysevRhloRdrzhmAGghtUkamh.dhbhlkWOtsedI?UesbAGkrHiR.piRIhd!.
40,.!dhbhlkWOtHwkinDhstAtik.bidRIshmithdfyvmhnshkObIkhmpiRdhgensthbidDAtHAzbinRIfyndOvrhfyvHyfhnmhnTpiRIhd.kWescmaRk.dhbhlkWOt..
41,.DhsOShldemhkRAtikpaRtIzviktrIinDhstEtilekShninsleSbiigHyfhnHOlstynshndEWhzWhnhvDhbighstinmenI?rzpiRIhd.
42,.htAGkrizhSipdizyndtikeRIlaRjval?UmzhvYloRhDrlikWhbkRIt.
43,.pRyvhntfRIskUlzrfoRmdbOTinpuRnEbrHudz!AndinmidhlklAskhm?UnhtIz.
44,.WiDAn~wRzhvizdeToRkiGklAspRhcesrzfildDhstRItshvkliIhtslUmzhndvilijhnz.
45,.!jIenEsIvRIshnlIstaRtdhkRUsdthprsWEdjIemdIlrsistiRkhsthmrzintiSoRdrtrmlOnzpiRIhd!.
46,..Dhstak.WicizgEAndTrdIfoprsentsOfaRDis?iRlOzditfifftIpoRdolrzinsevhnIfyvsens!inbigboRd.tREdiGnestrI.
47,.bisydDIentishpEtidcaRjizkamhhDrfAktrzkhmbyndthHrt.jIemzfoRTHyfhnkWoRtrhndfulHyfhn?iRRizhlts.piRIhd!.
48,.ifmistrEghnWantsesdIydhbIhlAstiGlykhsIhvisAministREShnkamhitWhlbIneshseRIthstaRt.bildiGanDhspoRtDht@aRedIhksispiRIhd.
49,.kWOtiGthphlAtikhndiznisrsizhnzyiRDhnizpipiRipoRthdDhttRIsthpmhnshfhphnzryvdtitDhbEslAst?iR.
50,.htAGkrizhSipdizyndthkeRIlaRjbal?UmzhvYloRhDrlikWidkaRgO@.
51,.foRDhfrsttymmin?rzDhRiphblikhnzolsOkApcrdbOTHwthvakmht.
52,.DhmrsEtIzAndbIemdhbhl?UpROgRAmzmaRkDhfrDrRspRethvinsentivzthatOmEkrzHU?UZUhlIHAvstEtUWEfrmRIbEtsindiskwnts.
53,.TataktrzbilIzdhkhmphnIHAzhkWedhbihtIpRablhmAtritsiks?UesOSIEShn@RhvRItElrjitIsItpenIkhvhnIWhjendidlAt.
54,.hmhGDIiSUzinDhdisp?UtrWEjizkamhsebkantRAktiG.AndbrkRUlzpiRIhd.
55,.inDhmhnimaRkitREtshnvDhtReZrIzlEthstTRUmhnThnsiksmhntbilztiklyntlytlI!.
56,.nwDhREtiGzhvshGsOOlw@DAtitmhs?Uz@olOphnAdtymnekskWoRtrdfrmEk.gudz.piRIhd.
57,.HwizitfeRtU!frtektDIatOWrkrinditRYthndDeRfoRREzDhpRyshvDhn?UkaRfrDhgyhndtipI.
58,.dReksOWhplEstslmhn.AzinvesmhntbEkrtURevkhl.kamhWiciztRyGtURIkhnstRekteteftrElevRijdbyHyfhn@wt!piRIhd!.
59,.DeRIshmkazdfrapthmizhm.
60,.fhlasfrzhvejIkEShnofhndifrinDeRv?UzanDhnEcrhvnalhj.
61,.itWhzWhnTiGWinAGkRhmenydenhfyddhbhlkWOtkhntRIzWhntisiksdhbhlkWOtbyDeRAkSnhlEmzfriRanHyfhnkantRhv?UrzpiRIhd!.
62,..DhjYnkhmiShnbEsinjhkagO.izWoRthDhmOspaRWhlindsIkRutivgRUpsinolhHelTkhd!.
63,.bhtitkWiklIbIkEmpliRDAtitWhznOmistEk.AndnOREtr.
64,.kimdEZoG@HAzRIjektidHizRyvhlzofrhvDhpaRtIpRezhdhnsIAndisIn?rphziShn~itAkim?hGksAmghvrmhntpiRIhd.
65,.mistrbuSkhnRipoRtidlIfEvrdkIpiGDhkhmphnIHelRedrzhnakShniGinhvijWhlAsets.
66,.DhkhmplhnIzdAtWhztWenIsiksprsenthvkApDehlitDIendhvDhsekhnkoRtr.itstaghtRESIOiz.TrdIfyvprsent.
67,.lykDhpIkiGmIdIhznankhvrijhvDIiniShlcynIstUdhndemistREShnztyWanztUbightsnASnhldElIzHAvfrmhnTsolbhtignoRDhdhmestikstUdhnhnRes!.
68,.stilkamh-ezstEksceRmhnkamhjEemkendokamhizkWiktUignalijkamh@dhbhlkWOt.DhpEprindhstRIHizveRIkhnsrvhtiv.piRIhd!.
69,.fAksezHAzbOkWenrzAndmUzrzDis?iRpiRIhd!.
70,.WinkhlItidinnyntInEtIynkamh.DhplAntnhlinklIsDIaRgoGkDhpAshbIvDhphsifiknoRTWestbyTrdIprsentkamhDhkhmphnIsed.piRIhd.
71,..Dhpap?hlEShnlivzbyHrdiGgOtshndSIpoRbyEn!.
72,.yWantthsIshmyskRIm.
73,.mIntymkamh@mistrmhkaRdDIizRIplEsiGkI?Un?hnhfiShlzkamhinklUdiGhntsjenrhlkwshlhndshmdhnigOSIEtrzpiRIhd.
74,.val?UmwRhzhhthdlIlOTRIHhnrdsiksITRIpYntnynmil?hnSeRzolDOhvbahvDhTRIHhnrhdTrdIEtmil?hnSeRztREndidtUzdE.
75,.hndfAktkamh.DhpRhf?UZhn!hndfryhtIhvmistrHaphnzWrk!sIntUHAvkIvinDhSOhzoRDhnyzrzshmpRablhmzWiTitspReshtEShn.
76,.hmeRkhnikspResstillIdzkamh@DOkamh@WiTEtIfoRhvDhtapWhnHhndrdstoRztEkiGitskaRdpiRIhd.
77,.hndHhntiGelhfhns.
78,.mistrjOsifWhzpRIvIhslIpRezhdentAndcIfaprEtiG@ofisrAkhm?UnhkEShnzsythlykoRprEShnhvWaSiGthnkamh@dIsIpiRIhd..
79,..kAnhditsmhsREzAtlIstfyTwzhndalrzinindhvijhWhlkantRhb?UShnzhvhndrtUHhnrdfiftIdalrzhndAtlIst.tWenIstEts.
80,.WhttRigrjIeRmznUztRAthjIizhnkliR+.
81,.dhbhlkWOt.DIimIhtkhtinkhnsUmrwtlEzWudbIOnlIhbwttWenIbil?hndalrztitWenIfyvbil?hndalrzkamhAndDOzrsmolnhmbrzinaRikanhmIpiRIhddhbhlkWOt.
82,.dhbhlkWOt.itshnhdiShnhldalrfedrRhlspendiGAtWudHAvbinDeRbifoR.kamhdhbhlkWOt!mizrsHwtbRRIsed.piRIhd!.
83,.DishlwzDhSAftticEnjitsleGThnddrekShnezDhkaRWIlzmUvhphnddwn+.
84,..DhstAcUhvlibrtIAnd~elisylhnaRWiTinDhn?UjrsIlatrzn?U?oRbE.
85,.DhstAcUhvlibrtIAndilhsylinzaRWiTinDhn?UjrzIWotrzhvnU?oRkbE+.
86,.DhkwnptIkhndhktidhkoRsreRIHelzinfaRinspekShnOfrW!.
87,.DEkhnolsOSOHwDhSEphndsyzhkanthmhntshndOShnzHAvcEnjdOvrtym.
88,..mhcWhvDhgRwndbIfkhnsUmdinDI?UnytidstEpskhmzfrmdeRIkwz.
89,.DIeksyfhnthtrnIjenRhl@HAdtestfydfrWolhktDhtRylinnU?oRk!piRIhd.
90,.HIintRhdUstDhRytiGhviGgWiSinthhkrik?hlhm@DAtHAdemfhsysdtlAthn.
91,.inmOstkEsiz~OnlIEf?UaRthfAkts!hndDhfwndEShnzhv.bildiGzkhnbIsIn.
92,.itsElzgROhtislytlIslOrpEskamhHIsezkamh@DeRizhltHizHyrinvintoRIzinHyrfynAnsiGkasoRmaRktwnzpiRIhd!.
93,.!HInevrhbtEndEzhk?uRAkhdemikphziShnoRprmhnhntimplYmhnt.
94,.AtitsprntSeRpRysnoRTIstmaRkitvAl?UizhbwtWhnHhnrdtenmil?hndalrz.
95,.IklipsizhvDhshnAnd@mUnHAvloGmEdEdIpimpReShnanH?Umhnkynd.
96,.DEaRthfREdhvlaRjtiskHhtrzshcezkEmaRtindDIE.
97,.nInWylkamh@lAstWIkssrjinYlpRysizHezbUstDhbRitiSpwndpiRIhd!.
98,WinDIinrjIidhstRItWhzgROiGkamh.dhlOnzWrHylIpRafhthbhl.kamhofhn?IllItHUWrTRIpYnts~OvrDhpRymRytkRId!.
99,.!mykRhbyljIizDhsthdIivoRghnizhmz.AtkhnabIsInbyDhnEkhdyd.
100,.OnlItU?rzikO.EtHhnrdekshnimplYIz.ak?hpyd.TrtInflorzhvI.YljyhntsnU?oRkskyzkRIpr@.
101,.~lIdrzSupgADrdetDhlIvRh@@WhlbIcaRjdWiThlAkhvdishplhn.
102,.foRhnmhnIHhzpoRtintUWestjrmhnIsizDhkhntRIhbalrStizpRIvIhstWenIfyvprsentWiTHOldiGtAksanintRispEmhntsinnyntInEtIfoR.piRIhd.
103,.cyn@hndrWenthphlitikhlSilAftrfebUWeRInyntinEtIsev?h.
104,.HhzpRIvIhslIRipoRthd.kamh.mistrkRhmphsIkiGthprmventbAlIfrmbyiGgOldinnhghtinkoRprEtidzkhsInO.HyfhnHOtel@innhtliniksitI.kamhmIcrzI.piRIhd.
105,.inRIshnt?rzSIizpRymmeRhlIhpiRdintelhviZhnfilmzshcezlithlgloRIh@.
106,.HIsednIgOSIEShnzWiDDhbAGkkamh@h?UnhthvWelzfagOemprsAndkhmphnIkamh@aRkhntin?UiGpiRIhd@!.
107,.sensedDhpRablhmzDhtledtiDhlosHAvdhbhlkWOtlaRjlIbinRizhltkamh@dhbhlkWOt.hndDAtitRisIvRekrdbukiGzinitsfoRTkoRtrpiRIhd.
108,.bOTphtROlIhm+hnd!nAcRhlgAsdhpazitsrskAtrdTRUIstrn+OHyO@.
109,.inmOskEshzOnlIEf?UaRthfAktshndDhfwndEShnzhvbildiGzkAnbIsI!.
110,.mistr?IWhlHUHAdbinvyspRezhdenthnddebEtjenRhlkwnshlivtenikOshksIzmykhlaRWolrHUWhzentriGhpRyvhthlapRAktis.
111,.!HIzhndrDhghnth@HOldwnpRysizkamh.dhbhlkWOtsezjeRIjEjAzhnwskIkamhcIfikanhmisfrDhnASnlhlsOsIEShnhlmAn?hfAkcrrzpiRIhd.
112,.sevRhlhhDrkhmphnIzrdivelhpiGDeROndsisthmz.piRIhd.
113,.hpeRhntlIkamh.DOkamhinvestRrsIshmvAl?UvhnAlhgEnI!piRIhd!.
114,.foRhpap?hlEShnWiTlOdeTREtshndnOnetmygREShntWRIplEsitselfkamh@DhtOthlfrtilhtIREtinIdztibIhbwttUpYntWhn.piRIhd.
115,.mistrykOkhlEtmhchvDhblAGkfrDhkhnOShzShddwnanfoRhnkamphtiShn!kamh@spisifiklIjAphnIzotOmEkrzpiRIhd!.
116,.insydezhblAsthvlythmkIdinYizpiRIhd!.
117,.AnhlisolsOkWeSinDhsethvDhkhmphnIzImpaRkskamhOkamhsEGhselhDAtaprEShnkudfalO.piRIhd.
118,.DhmiSIhnpROgRAmkAntsstaRthndtiilbIintrnhlRevhnIsrvisgRAnsitstAksigzemptstAths.
119,.bhtmistrdhghsgimisthnprnwnsthtUtRn.
120,.Welkamh@klAskamh!WelkhmtiDhf?Ucr!piRIhd!.
121,.tOkIOzmEnhsikhlghvrmhntt.plAnztisedhphtImtiHelpsmolbiznisizhplysUprkanthkttivitIRIsrctUpRadhks.piRIhd!.
122,.infAkt.hnhmbrvilIinstitRUshnzhfRyvhG.indpaRtbikhzhvDhHylIshksesfhlfhndREziGhfRrts.
123,.IklipsizhvDhshnAndmUnhvloGmEdhdIpimpReShnanH?Umhnkynd.
124,..dhbhlkWOt.WIvintrdhpiRIhdWr!IkhnamikkoRsIzaRpRhdUsiGtRhmmendisdREnzonbiznis.kamh.dhbhlkWOtsezlohnshbRyhnkamhhtAkslabIest.piRIhd!.
125,.shmhkRitiksHAvWhnDAtHasthltEkOvrzmIHaRmbAGkshndSudbIskRUthnlyzmoRDhn@hDrmrjrz.
126,.hnhDhkRitisizhmizDEkiftfhndzplEskhRiRfoRhnsrvisimbAshdrzAthdishdvAntijkhmpeRdWiTplitiklIhpYntidembwshtrzpiRIhd!.
127,.itshnlykIDAtmistrbREdIWhlbIEbhltUkhmplItDhpRajektindDhdyiGbEzhvIAdministREShnDifiShlsez.
128,.AndRIkoRtrindhkEsDAthkapihlaRDAtSudHAvhlrthdDhkRUthndpRapItlIsepslApstidhnghla.piRIhd.
129,.DhjuRIolsOTwndDAtklEdhn!hndrmhzeRIkamhnlaHAdbRIcditsfhdUsIeRIdUtIz.bikhzwfself.HyfhndIliG!piRIhd.
130,.mRImWylkamhnatUsOnthltRydIz?Ues.HyfhnjhpAntREdtenchnzdriGtoksWuh@REghnDisWIk.piRIhd.
131,.itizWhnhvDIrlIhst~ygRhkhlcrhlvilijiz?et.iskhvrdinswTWestEZh@.
132,.HIzhmEjrfig?rhmhG@RytrzHUbREkhWEfrmDIhmeRhkhntRidiShnhvRIliz.
133,.noRTRhpsetitizinvestigitiGhDrAlhgEShnz.piRIhd.
134,.nOfynhlbhcitdisiZhnzHAvbinmEdAtDhWytwspiRIhd.
135,.menIeksprtskamh@tUkamh.sEEtizhnfeRtikhndemhnintyrbRIdbikhzhvhf?UvyhlhntAnhmhlz.piRIhd!.
136,.fedRhlfhndzIzhlIkudRImEnhtsevhnhndWhnHAfprsentinkhmiGWIksHIsed.
137,.WIAkseptinpRinshphlDhtDhtymmEkhmWhnWIHAvtiAk.
138,.bhtgivhnDhpRymminhsrzikstRaRdhneRIekhnamikshksesinbRithnkamhinmytbIWrTinkWyRiGWyDhpOlhnmytbenhfitfrmhndUhpROc+OlhnhplyTfAcrizhmpiRIhd.
139,.benSIsIzDhpRystAg.tWenITRIdalrzpAnd.
140,.hbEghbsrjindivoRshzizikspektidhmhGstak.bROkrzinvhsmhntbAGkrzAndtREdrzinDhWEkhvDIaktObrnyntInzkRASanWolstRIt.
141,.!dhbhlkWOt.piRnatRekhmendiGenIfoRmhvRIkApthlizEShnAtDiztymkamhhdWIWhlnatbIhvpaRtItsenIfoRmhvgRInmAlitenItympiRIddhbhlkWOt.
142,.DhboRdolsOtisydithgenstpAiGhtUprsentstakdividendzfrnyntInEtIsevhnsemIkOlhn.jenkoRpHAdbinpAGkshcdivitAndsinsnyntInsikstInyn.piRIhd.
143,DhkhmAndrolsOsedmaskwWhlnatkhntesDhkApcrrpRhvenShlkAphthl.by@Af?enRebhlzpiRIhd.
144,.pRyshzHAvaoRetIRizhnendinstitUShnhlinvestrzWhlfyndtitHaRdjikIpmhnIflOiGinthDhsekhnsekShn.
145,.DEbigAnthbildbOtWiThsEmmhtiRIhlzE?UzfoRpoRthbhlSeltrz.
146,.sEnlUisnhmbrtUplAntWrkrzHAvbhnanstRyksinsaktObrfif!.
147,..itsAl?UnthfiShlsEDAtROmzdiziZhntigRAnt+hbwtEsevhn@hnrsevhnIfyvmil?hndalrgeRhntIhvekspoRtkRedits.WhzpRymeRhlIAtphlitikhl.RADrDinhbAGkiGdisiZhn.
148,.DIolHyfhnoRdhneRIzindeksfelEtInpYntTRIkamh@oRWhnpYntWhnprsent.kamh@tUWhnTwzhnkamhsiksHhnrdtWenITRIpYntsikspiRIhd.
149,.DEnOtrdizWelDhtDEkhntin?UtUbIAktiviGRIlistEtdivelhphntpiRIhd.
150,.jhpAndfylzmoRpAthnzWhldydDhnenIhDhkhntRI.
151,.hjansedivIgAntesiGROgEnanWimhninnyntInEtIsevhnkamh@bhfoR?rz~AftrtessanbOtiGmAnDhgen.piRIhd.
152,..WhnpRhspRekthdfyrzHOkrkoRprEShnkamhinhstROl?hnmRilistEkkhnsrnDhoRRedI@OndzbI~OtmhntAndbaGWhttelrstoRzpiRIhd.
153,.bhthndrDhn?UTRiftplAnkamhbWIginIinjEmWeRI!fedrhlimplYzkhnSUzdthputDeRrtyrmhntsEmviGzidstantoRbandfhndz.piRIhd!.
154,.bhtIvrWiThlObREkIvinpYntimpRUvdkWalhtIindpRadhkshksesizdanpItrzinabIhslIWrIzAtDhWotrzWhlpaRtbinIfizfIt.
155,.misIjbykolzfrmDhpRes!HIsedH?WenttUh@HOtilmeRHizofhs!.
156,.bhtitWhlHAvElatmoR.DetDAnitHAdpRIvizliG.piRIhd.
157,.indestbrEShnkamhstoRrztRytUWinbAkSaprzWiDaRshplyzkamhlynAnsbiRitsdAS!HIvintRablikhlfiSpiRIhd.
158,.iAndinDAtpeRIhgEmhnsprShn.
159,.jhpAnWhhlw?UesbAGkstaprEtsik?uRhtIzIUnitsinDhkhntRIhfiShlsed.
160,.bhtmistrtROdrzletrsedDhtDhmhSIneshlmevrhksepthfEhphmphlnImoR.bIsAmpItidintUhnneshseRIoRimpRtitAkShn.
161,.h?UeshpIlzkoRtOvrtrnthjhjizRUliGDhtDeRWrdhbhlkWOtfestijizhvsegRhgEShndhbhlkWOt!hndAlhvAmhkalijizin?UnhvrshtIzpiRIhd.
162,.mihteRIpalhsIWhztikIvDhtRelhlRwzOphnAndprtektDhsethldeRIhz!.
163,.itizhzmytEShnfRIkmhtlIfImbrdhndkhnsisthntlIthstoRtidby+AdbiketshbhlAstikigzek?htivpwr.piRIhd.
164,.maRbhngristinkamhDIhtrnIfO!michlAntrkamhsetizklyhntinyzDIAlhgEShzinDIesIsIsloRI.
165,.DhsAndinIstistilHotshpoRtindmhchvDhkhntRIkamhbODhWoRhndhRilintikanhmIHAviROtidDeRpap?hleRhtIpiRIhd!.
166,.DhfImElpRhdUshzEglitrhvtUthfoR?hGhnOvembrAnddisembr.
167,.kOkhkOlhseditspROfoRmhdetWudbIRIdUsttUhbwtnynprsent.atOthlkAphthl@.
168,.b?anDnhjiRIhndet.mistrtRefgaRnsezlimzDhpRaspekthvtrniGlathnhmeRikhnkhntRIzdetinthsik?uRhtIz.
169,.pRhtrzhpRyshzfelziROpYntTRIprsentdisembrkamh@indhkEtiGinflESnrmEnz~hndrkhntROOlpiRIhd.
170,.pRysizhvaRtIRizhnendIinstitUShnhlinvestrzWhlfyndidHaRtikImhnIflOiGinthDhsekhnsekShnpiRIhd.
171,.DEshmtymizSwthkRoshsfIldkOlhntiSIplEWudDbEbRUT.kWiscinmaRk!.
172,.hDrAnhlhstssEDhtmedikhlRIHAvstaksolsOHHADhnHrd.bikhzDEHAvbenikWEtidWiTtRhbhldnrsiGHOmkhmphnIz.
173,.paaltiSrztRhdiSnhlEHAvplYdgEmzhvSikhn.etRitymDhnASnhltetHAzpuSthphginsthletslItidzsIliG.
174,.DhfedzmEkiGevRIefrttikIphpfedfhndz!itEthndWhnkoRtrprsent!.
175,.AnROl.dihntnEmhshkseshpRI!.
176,.infAktkamhmistrmAzlhnkamhDhdemhkRAtikpOltEkrpamhsezkamhdhbhlkWOt.mistrpiRIhd.
177,.!DishlwzDhtSAftsUcEj~itslempAnddyRekShn!ezDhkaRWIlzmUhpAnddAn.
178,.nwkamh@DIyrResRUlzivDI?UtilhtIzolsOmtythldthElasthdhksinfrkwnstshvDIvAndinplAntpiRIhd..
179,.hloGWiDAtsseRcHizkhmhniksplOZhnhvhnhDrsoRt.piRIhd.
180,.tU?rzhgOkamh@.DhpOzdikleRdDhnigOSIEShnzAtAnimpAshndimpOzdmenIhvDIkhndiShnzinitspRhpOzdn?UkandtRAktpiRIhd.
181,.Rabrt@REfkamhhsIcEloRhnsAnhlhstkamhsezRItElrzinRIshnt?rzHAvbinbatitsshksesivlIHyrpRysizpiRIhd.
182,.apthmizhmhmhGmAn?hfAkcrrizhvnanduRhbhlgudzWhzDhHyhstAdEtItUprsenthpsevhnprsentijpYntsfrmDhpRIvIhskWoRtr.
183,.!DIinoRmhshmwtshkaRbhndyaksydinDIwtmhsfiRkazDisHypReSi!.
184,.menIskWabhlzbROkwt.
185,.DhfedRhlfhndzREtfelslytlIkamhAvRijiGjhstOvrsikshndTRIkWoRtrzprsent.piRIhd.
186,.bizmaRksrvzezhtREdhndSipiGpYntfoRhneRIh@hvlaRjmekhnyzdfaRmz.
187,.DhbAGksWhvizpaRthvDeRefrttitesthnikspAndDhlimhtshzsik?uRhtIzhndbAGkiG@lhs.
188,.bEboRdval?UmtOthldWhnHhndrdfoRtIfoRpYntsevhnmil?hnSeRzkhmpeRdWiTtUHhndrdTrdIfoRpYnttUmil?hnfRydEt.
189,.HizgREtisfiRzDAtHizigzAmphWhlfoRshDrinthlekSUhiztikIpeRHedzdwn.piRIhd.
190,.mistrtRhmp.kbudhnbIRIcfrkamhnt.
191,.HAviGDhbaRpetr@anDypAstekt?ilektRaniklIhbwtWhnTwzhntymzmEdbIfIllykhtUTpEskaRthnlIviGhsUprmaRkit.
192,.DAtRIlhzEShnizWhtpRampthdDhSaRpbhjitkhtshsthn@rlIrDis?iRpiRIhd.
193,.bymidHyfhnmhnTsHIizmEdfoRtIkantAkskamhHuHAvgivhn~ImnEmzhvOvrWhnHhndrdhDrpIphlthkolpiRIhd.
194,.DhRIjhnhltaksansik?uRhtIiSUzWudinklUdshbjeksDhtWrntkhvrdinDhpIspAksyndbyDhfyvsentRhlhmeRhkhnnEShnzinaghstingWathmhn!.
195,.DhdisenDinhvhpRamhnhntHhgeRIinRIbinikhlfAmlI!mistrsOfrmEjisfoRchndriGDhnyntInsevhntIzbydiskhvRiGYlinDhsyhnyDenHizRElIakhpahdhd.
196,.DhWhnHhnrdSeRindekskEndtWenIsevhnpYntfoRpYntstisethlhtWhnTwzhnEtHhndrdsikstIsikspYntt@.
197,.foRolDOmistrHaknIzkAlhntidURijhdAlhtIrjegRhlIikhnalhjkamh!izRhgaRtidinshmkWoRtrzizmoRhvbIgiftiditWhstREtizhnhmEjraRjhstpiRIhd.
198,.WiTeRlIimplYIzkamhEtInprsentpiRIhd.
199,.!HIzplAniGkhnspendiGsevhnmil?hndalrzanAdvrtyziGhvmOksinDis?iRkamhHUpeRdWidhbhlkWOt.hkhphlhvmil?hndolrzdhbhlkWOt.nDhpAst.piRIhd.
200,.lAstWIksevRhlpOlzSOldDhtoRIzOvrtEkiGDhlibrhlz.
201,.DEWranDhstRItskamhindhstEtIhmzkamh@.AndinDIilimpik.RezhdencRhlkampleksiz.piRIhd!.
202,.DhkhmphnIlAst?iuRHAdhloshvEtInpYntfyvmil?hndalrzanRevhnUhvTRIHhndrdEtIfoRpYntRImil?hndalrz.
203,.hf?U?rzlEtrkamhinnyntInsikstIEtkamhRUfrdhndhbncrm?UziShnzImetTRUhnAdinmilhtImEkrfoRmdhbAndpiRIhd.
204,.WinDhbAstfAmlIRkWyrdhlaRjtEkin?Un?hnkRhbydkoRprEShnAftrDhpestisydplAntekshdentinbOpaliGDIhmistrlAmfalOdsUt.
205,.bhtHizEdsEHIWhzkhmvinst.DAtHIWhzdUiGDh@RytTiGpiRIhd@.
206,.khndRAjhlEShnzthmistrlEGfrikspResiGDhtRUpIlinzhvmOshvhsUksrRghnbIinan@.
207,.itsedtUzdEDAtitsRIzrvezdhbhlkWOtrpROpRIhtfrDIAsetmeksindDIOvrolpoRtfOlIOpiRIhd.
208,.DeRWilbIhvwtTrtIsiksTwzhnthvfemDis?iRpiRIhd.dhbhlkWOt.
209,.fhlashfrzhvejhkEShnofhndifrinDeRv?UzanDhnEcrhvnalhj!.
