id,Predicted
16,.bhtbEsEDAtif!DEWEthntilshcsynzr+evhdhnthnDhfig?rz!inflEShnWhlbIvinHaRdrtiz.
17,.fhlashfrzhvejhkEShn@ofhndifrinDeRv?UzanDhnEcrhvnalIj!.
18,..EjtIelbI!Hyfhn.Whn.kamh.hvyrhzRUlEtidtUhkWyRrdimAndifiShnzHIsengrhm.kamhizDhkazhtivEjhnthRhdhlt.tI!Hyfhn.sellhkIm?h.piRIhd!.
19,.kantRAksAtfoRd!AndjIAm~olsOikspyrinDI?UesanDhsEmh!.
20,.Dhpap?hlEShnlivzbyHrdiGgOtshndSIpoRbytREdiG!.
21,.indIdDIaRtmaRkitrRIctsDhchfIvrpiclAsfalDhshneksprtsWhndrdifitWudhntbikhmmhpItidindbigitdiklyniG.
22,.DhsyhnshnteknalhjI+EjhnsIWhlspendhbwtWhnHhndrdmil?hndalrzansUprkandhkttivitIRIsrcOvrDhneksttyvv?rz!hndDhministRIhvejhkEShnHAzitsOnsUprkandhktivitIpROgRAmz.piRIhd.
23,.AzRIshnlIHznyntInEtItUkamhOnIsikstInynprsenthvREsitzWrkhnsidrdlAnslyts.piRIhd.
24,.HilAndHARisrolsOdrektrzhvmoRghngRenfelinkhmntnsn!.
25,.inkAlhfoRn?hkamh+enIWE~piRIhd.
26,.bhtDhlosWudHAvbinmhclaRjrfhtHAdn?Uzinhn?UZUhlhkwniGteknIktUtEkWhnHhndrdnyntIsiksmil?hndarzwthvlOnHyfhnloshzrzpiRIhd.
27,.ityGDhsInzaRbidrkamhmbizhnsInbAthlzmoRvakhivUmEjavhDhkrEnavhlDenhshcsstEdpRhfeShnz.piRIhd.
28,.DIofrezEbRilIhndifenskhntRyvdbysAnthfEzinvesmhntbAGkrzhsAlmhnbRhDrz!hndgOldmhnsaks.piRIhd.
29,.mykRhbyalhjIizDhsthdIhvoRghizhmzDhtkAnatbIsInbyDhnEkhnd@y~.
30,.sOitsolveRIpRitIpiRIhd.
31,.DEbIgAntibilhdbOtsWiTDhsEmmrtiRIhlzDE?UzdfrpokoRmId.
32,.WeDrhmeRikhniz~EbhltURIgEnits~AjWhlthpenlaRjlIanDIhbilhtIzhvmistroRmhnAntHhzstA.
33,.DhkrinGt?rzhlatmhnhvTRIpYntsevhnbil?hndalrzWudbIinkRIstbyfyvHhndrdmil?hndalrzHhndrshplhmenchlbhjitRikWestolsOsenttikaGgRhs?estrdE!.
34,.DhpRamhstthfytinflEShndiznatpRhvydhkRytiRIinbyWictUhsesDhfedzpRhfoRmhns.
35,.jORabI!mAvrgOnrDhnhfelzmyAmIdalfhnzditHizpaRtbyOphiGin?UstUdIhmDilzlaRjIWiTpRyvhtfhndz.
36,.DhkAmpEnHhzWansevRhlkRIEtivhlWoRdsinsDhpRadhkWhzintRhd?UstinaktObrnyntInEtIsikspiRIhd.
37,.DEkhnolsOSOHwDhSEphndsyfhvkanthnhntsAndOShnzHAvcEnjdOvrdyG.
38,.SIgantrSakHIsez.bhtDhbighSRakWhznatanDhjab.
39,.dhbhlkWOtDIinsrthnttIlOlHAzinkRIsbysevRhloRdrzhvmAnhtUdkamh.dhbhlkWOtsedI?UesbAGkrHiR.piRIhd!.
40,.!dhbhlkWOtHAkhDhstAtik.bidRIshbmithdfyvmhnshgObIkhmpiRthgenstDhbidDAtHAzbinRifyndOvrhfyvHyfhnmhnTpiRIhd.kWescmaRk.dhbhlkWOt!.
41,.DhsOShldemhkRAtipaRtIzviktrIinDhstEtilekShn~inslesbigHyfhnHOlstynshndEWhzWhnhvDhbighstinmenI?rz.piRIhd..
42,.htAGkrizhSipdizyndthkeRIlaRjval?UmzhvYlohDrlikWhdtkakRt.
43,.pRyvhtfRIskUlz.frfoRmdbOTinpuRnEbrHudz+AndinmidhlklAskhm?UnhtIz..
44,.WiDAnwrzhvizdeT.mrkiGklAspRhcestrzfildDhstRItshdklOmIhtslhmzhndviljhstz.
45,.!jIeEsIvRIshnlIstaRtdhkRUsEdthprsWidjIemdIlrztistiRkhsthmrzindhSoRtrtrmlOhnzpiRIhd!.
46,.Dhstak.WichzgEndTrdIfyvprsentsOfaRDis?iRklOzdAtfistIfoRdalrzinsevhnIfyvsens!inbigfoRd.tREdiGm?estrIz.
47,.fhsydTAndtishpEtidcaRjrzkamhhDrfAktrzkhmbyndthHrt.jIemzfoRTHyfhnkWoRtrhndfulHyfhn?iRRizhlts.piRIhd!.
48,.ifmistrREghnWansestIytbIhlAstiGlekhsIhHsAdministREShnkamhitWhlbIneshseRIthstatbildinanDhshpoRtDhtaRedIhksispiRIhd.
49,.kWOdiGdiphlmAtikhnbiznhssrshzhnzyrDhnUzpEprRipoRthdDhtTRISipmhntshWephndzrRyvtADhbEstlAst?iR.
50,.htAGkrizhSipdizyndthkeRIlaRjval?UmzhvYlorR@hDrlikWhdkaRgO@.
51,.foRDhfrsttymin?rzDhRiphblikhnzolsOkApcrdbOTHwshzhvkRIt.
52,.DhmrstEtIzAndbAemdhbhl?UpROgRAmzbaRkDhfrDrspRedhvhnsentivth+otOmEkrzfHU?UZhlIHAvstEthWEfrmRIbEtsindiskwnts.
53,.bhtbokTrzbilIvthkhmphnIHAzhkRedhbilhltIpRablhm+Aftritssiks?UhsOSIEShnRvRItElrjEsIpenIkhmphnIWuc~enditlekh.
54,.hmhGbDIiSUzinDhdisp?UtrWEjizkamhshbkantRAktiG.AndWrkrUlzpiRIhd.
55,.inDhmhnImaRkipbREtsonDhtReZrIzlEthstTRUmhnThndsiksWhnbilztiklynthsytlI!.
56,.nwDhREtiGzHAvshGksOlO@DAtitmhst?UzalOphnAdtymnekstkoRtrfrmEk.gudz.piRIhd.
57,.HwizitfiRtU.prtektDIatOWrkrnditRYt!AndDeRfoRREzdDhpRysiDhn?UkaRfrDhgyinthpItRIhd.
58,.dRekshWhtUplEstsAlmhn.AzinvestmhntbEkrtURevkO.kamhWiciztRyGtURIkhnstRhkt.detAftrElevRijdbyHyfhn@wt!piRIhd.
59,.DeRIsemkazfrapthmizhm.
60,.fhlashfrzhvejhkEShnofhndifrinDeRv?UzanDhnEcrhvnalhj.
61,.itWhzWhnTiGWinAGkrminyjanhfyddhbhlkWOtkhntRIzWhntisiksdhbhlkWOtbyDeRAkShnhldEmzfriRhnHyfhnkantRhv?UrzpiRIhd.
62,.DhjYntkhmiShn!bEstinShkagO.izWonhvDhmOspaRbhlhnsdigutivgRUpsinolHelpiRd!.
63,.bhtitkWiklIbIkEmpliRDAtitWhznOmhstAk.AndnOREdr.
64,.kimdEZ@OGHAzRIjektidHizRyvhlzofrhvDhpaRtIpRezhdhnsI!AndhsIn?rphziShn~itRtkim?hGsAmghvrmhntpiRIhd.
65,.mistrbuSkinRipoRthdlIfEvrd!kIpiGDhkhmphnIHelRyDrDhnakSniGinhvijhWlAsets.
66,.DhkhmphnIzdetWhztWenIsiksprsenthvkAphthlAtDIendhvDhsekhnkoRtr.itstaRgrESIOiz.TrdIfyvprsent.
67,.lykDhpIkiGmIdIhznankhvrijhvDIiniShlcynIstUdhntdemhnstREShnztyWantstihbighstnASnhldElIzHAvfrmhnTsolbitignoRDhdhmestikstUdnhnRets.
68,.stilkamhezstEksceRmhnkamhjEemkAndhlkamhizkWiktURignalijkamh@dhbhlkWOt.DhpEprindhstRIizveRIkhnsrvhtivpiRIhd.
69,..tAkshzHAzbOtTWenrzAndlUzrzDis?iRpiRIhd.
70,.WinkhlIdidinyntInEtInynkamh.DhplAnhnhlinkRIsDI~oRgaGkhpAshtIvDhphstifiknoRTWestbyTrdIprsentkamhDhkhmphnIsed.piRIhd!.
71,.Dhpap?hlEShnlivzbyrdiGgOtshndSIboRbytIEd!.
72,.yWantthsIzimyskRIm.
73,.mIntymkamh@mistrmhkaRdTIhzRrplEsiGki?Un?hnhfiShlzkamhinklUdIhnsjenrhlkwzhlhndsemngOSIEtrzpiRIhd.
74,.baln?UehziRelhtivlIlOTRUHhnrdsikstITRIpYntnynmil?hnSeRzolDOhvbhvDhtTRUHhnrhdTrdIEtmIhnSeRz.tREdidtUzdE!.
75,.hnfAtkamh.DhpROf?UiZhn!hndvryhtIhv!mistrHathnzWrk!sImthHAv.givinDhSOhsoRghnyzrzshmpRablhmzWiTitspReshntEShn.
76,..hmeRhkhnikspReststillIdzkamh@DOkamh@WiT~EtIfoRhvDhtapWhnHhndrdstoRztEkiGitskaRdpiRIhd!.
77,.ymHhntiGelhfhns.
78,.mistrjOshfWhzpRIvIhslIpRezhdentAndcIfaprEtiGofhsrhvkhm?UnhkEShnzsydlykkoRprEShnhvWaSiGthnkamh@dIsIpiRIhd!.
79,.kAnhditsmhstREdDAtlIstfyvTwzhndalrzinindhvijhWhlkantRhb?UShnzhvhndrtUHhnrdfiftIdalrzinAtlIst.tWenIstEts.
80,.WhttRigrjIRzn?UstRAthjIizhnkliR.
81,.dhbhlkWOt.DIimIdIhtkhtinkhnsUmrwtlEzWudbIOnlIhbwttWenIbil?hndalrztitWenIfyvbil?hndalrzkamhAndDOzrsmolnhmbrzindoRikanhmIpiRIhd!dhbhlkWOt.
82,.dhbhlkWOt.itshnhdiSnhldalrhfedrhlspendiGHetWudHAvdinDeRbifoR.kamh.dhbhlkWOt.mistrswnbREsed.piRIhd!.
83,.DishlwzDhSAftticEnjitseGThnddrekShnezDhkaRWIlzmUpbhphnddwn+.
84,..DhstAcUhvlibrtIAnd~elisylhndHaRWiTinDhn?UjrzIWotrznU?oRkbE.
85,.DhstAcUhvlibrtIAnd+elisylhndzhaRWiTinDhnUjrzIWotrzhvnU?oRkbE~.
86,.DhkwntIkhndhkthdthkosrIHelzinfyinspekShnhprmh!.
87,.DEkhnolsOSORHwDrSEphndsyzhvkanthnhntshndOShnzHAvcEnjdOvrtym!.
88,.mhchvDhgRwndbIfkhnsUmdinDh?UnytidstEtskhmzfrmdeRIkwz.
89,.DIeksHyfhnhtrnIjenRhlHAdtesthfydfrWolhkAtDhtRylinnU?oRk!piRIhd!.
90,.HIintRhdUstDhRytiGhviGgliSinthhkrik?hlhmDAtHAdemfhsyzdlAthn.
91,.inmOstkEsizOnlIhf?UaRthfAts!hndDhfwndEShnzhv.bildiGzkhnbIsIn!.
92,.itsElzgROitislytlIslOrpEskamhHIsezkamh@DhRRizhltHizHyrinvhntoRIzhndHyrfynAnsiGkassoRmaRtwnzpiRIhd.
93,.!HIevrhbtEnd~Eik?uRhkhndemik.phziShnoprmhnhnt!implYmhnt!.
94,.AitskaRhntSeRpRys.noRTIsmaRkitvA?UizhbwtWhnHhnrdtenminl?hndalrz.
95,.iklipshzhvDhshnAnd@mUnHAvloGmEdhdIpimpReShnanH?Umhnkynd.
96,.DEaRtifREdhvlaRjdiskwntrzshcezkEmaRtinDIRh.
97,.!mInWylkamh@lAstWIksrjinYlpRysizHhzbUstDhbRitiSpwndpiRIhd!.
98,.WinDIenrjIindhstRIWhzgOliGkamh.dhlOnzWrHylIpRafhthbhl.kamhofhn?IlliGttURTRIpYnts~OvrDhpRymRytiRId!.
99,.mykRhbyalhjIizDhsthdIhvoRghnizhmz.AtkAnaRpIsInbyDhnEkhd@y.
100,.OnlItU?rzhgO.EtHhnrdeksanimplYIz.ak?hpyd.TrtInfloRzhvbit.YljyhnsnU?oRkskyzgREpr.RI.
101,.DhlIdrSipgADrdAtDhlIvr@WhlbIcaRjdWiTDhlAkhvdishplhnd.
102,.foRhdmhnIHhzpoRdinthWestjrmhnIsinsDhkhntRIhbaliStizpRIvIhstWenIfyvprsentWhTHOldiGtAksanintRistpEmhntsinnyntInEtIfoR.piRIhd.
103,.cyn@hndrWenthphlithkhlc?UlAftrfebUWeRInyntInEtIsevh.
104,.HAzpRIvIhslIRipoRthd.kamh.mistrtRhmpphzsIkiGtipRrventbAlIfrmbyiGgOldinnhRgitinkoRprEtidzkhsInO@Hyfhn.HOtel@inhtlAniksitI.kamh@mUcrzI.piRIhd.
105,..inRIshnt?rzSIHizpRymeRhlIhpiRdintelhviZhnfilmzshcezlithlgloRIh.
106,..HIsednigOSIEShnzWiDhbAGkkamhh?UnithvWelzfaRgO.AmprsAnd.khmphnI.kamh@aRkhntin?UiGpiRIhd!.
107,.sensedDhpRablhmzDhtledtiDhlosHAvdhbhlkWOtlaRjlIbinRIzhltkamh@dhbhlkWOt.hndDhtitRisIvRekrdbukiGzinitsfoRTkoRtrpiRIhd.
108,.bOTphtROlIhm+hnd!nAcRhlgAsdhpazhtsrskAtrdTRUIstrn+OHyO@.
109,.inmOskEshzOnlIEf?UaRthfAktshndDhfwndEShnzhvbildiGzkAnbIsI.
110,.mistr?UhlHUHAdbinvyspRezhdenthnddhk?itIjenRhlkwnshlhvtenhkO@shksIdzmykhlaRWolrHUizentriGhpRyvhtlapRAkths.
111,.!HIz~hndrDhghndhHOldwnpRysizkamh@dhbhlkWOtsizjeRIjEjAznwskIkamhtIfikanhmisfrDhnASnlhsOsIEShnhmAn?hfAkcrzpiRIhd.
112,.sevRhhlhhDrkhmphnIzrdivelhpiGDeROnsisthmz.piRIhd!.
113,.hpeRhntlIkamh.DOkamhinvestrsIshmdAt?UinAlhgEnI!!piRIhd!.
114,.frhpap?hlEShnWiTlOddeTREtshndnOnetmygREShntfrplEsitselfkamh@DhtOthlfrtilhtIREtnIdztibIhbwttUpYntWhn.piRIhd.
115,.mistryhkOkhlEdmhchvDhblEnfrDhkhnOShShtdwn@anfoRmkamphtiShn.kamh@sphsifikklIjAphnIzotOmEkrzpiRIhd!.
116,.insydezhblAsthvbydhnHItinnYAzpiRIhd.
117,.!AnhlhsolsOkWeShnDhfithvDhkhmphnIzTImpaRtskamh.Okamh@EGhsElhvDAtaprEShnkudfalO.piRIhd.
118,.DhmhSighnpROgRAmkAntstaRthntilbIintrnhlRevhnUsrvisgRAnsitstAksigDempstAths.
119,.bhtmistrdhglhskrmhstinpRhnwnsthtUtmsk.
120,..Welkamh@klAskamh.WelkhmtiDhf?Ucr!piRIhd!.
121,.tOkIOezmUnishphlghvrmhntthplAnztisethphtImtiHelpsWolbizmishzhplyzsUprkandhkttivitIRIsrcthpRadhks.piRIhd!.
122,.infAkt.hnhbrvilIinstitUShnzrpRyviG.hndpaRtbikhzhvDrHylIshksesfhlfhnREziGhfrits.
123,.iklipshzhvDhshnrndmUnhvloghmEdEdIpimpReShnanH?Umhnkynd.
124,..dhbhlkWOt.WITinrdhpiRIhdWr+IkhnamikpoRsizaRpRhdUsiGtRhmendhstREnzonbiznhs.kamh.dhbhlkWOtsezloRhnsObRyhn.kamh.htAkslabIhst.piRIhd!.
125,.shmkRitiksHAvWanDAtHasthltEkOvrzmEHaRmbAGksenSundvRIskRItnyzsmoRDhnhDrmrjrz.
126,.hnhDrkRitisizhmizDhtgivfhndzplEskuRiRfoRhnsrvisAmbAsdrz+AthdishdvAnijkhmpeRdWiTphlitiklIhpYntidembAshtrzpiRIhd!.
127,.itshnlykgIDAtmistrbREdIWhlbIEbhlthkhmplItDhpRajekthnDhdyiGdEzhvDIAdministREShnDhhfiShlseRIz!.
128,.+AndRIkoRtrindhkEsDAthkapfithloRmDhtSudHAvhlrdiDhkRUj~hndpRaprlIsetslAptstihngOlof.piRIhd!.
129,.DhjuRI@olsOfwnDAtklEthn!hndrmhzeRIkamhnlaHAdbRIctitsfidUSIeRIdUtIzbikhzhvself.HyfhndIliG!piRIhd.
130,.WInmWylkamh@nathsOnhltRydIIs?Ues.Hyfhn!jhpAntREd!tenShnzdriGtoktsWuREginDisWIk.piRIhd.
131,.itizWhnhvDI+rlIhst~ygRkhlcrhlvilijiz?et.diskhvrdinswTWestEZh@.
132,.HIizhmEjrfig?rhmhGRytrzHUbREkhWEfrmDIhmeRikhntRhdiShn+hvRIlizh.
133,.noRTRhpseditizinvesthgEtiGhDrAlhgEShnz.piRIhd.
134,.nOfynhlbhcutdisiZhnzHAvbinmEdAtDhWytHws.piRIhd.
135,.menIeksprtskamh@tU.kamh.sEitizhnfeRtikhndemhnintyrbRIdbikhzhvhf?UvylhnAnhmhlz.piRIhd!.
136,.fedRrhlfhndzDIzhlIkudRimEnAtsevhnhndWhnHAfprsentinkhmiGWIksHIsed.
137,.!WIhksepthnpRinshphlDhtDhttymmEkhmWhnWIHAv!tiAkt.
138,..bhtgivinDhpRymminhsrziksRoRdhneRIdekhnamikshksesinbREthnkamh.tinbytbIWrTinkWyriGWeDrpOlhndmytbenhfitfrminOhvpROckOlhn.hplydTAcrizhmpiRIhd.
139,.DenjSIsIzDhpRystAGtWenITRIdalrzpwnd.
140,.hbighpsrjindivoRsizizikspektidhmhGstak.bROkrzinvesmhntbAGkrzAndtREdrzinDhWEkhvDIaktObrnnEntInTkRASanWolstRIt.
141,.dhbhlkWOt.WIRnatRekhmendiGenIfoRmrvRIkApithlizEShnAtDiztymkamhAdlIWhlatbIhpaRtItienIfoRmhgRInmElitenItympiRIhddhbhlkWOt.
142,.DhboRdolsOdisydidhgenstpEiGhtUprsentstak.divhdendfrnyntInEtIsevhnsemIkOlhn.jenkoRpHAdbinbAiGshcdithtensinsnyntInsikstInyn.piRIhd.
143,.DhkhmAndrolsOsedmaskOWhlnatkhntestDhkApcrhmhpRrvinShlkAphthl.myAfgAnRebhlzpiRIhd.
144,.pRyshzhvaRedtIRizhnAndintitUShnhlinvestrzWhlfyndditHaRdtikIpmhnIflOiGintUDhsekhnsekShn.
145,.DEbigAnthbildbOtsWiTDhsEmmhtiRIhlzDE?UzfrpoRthbhlSeltrz.
146,.sEntlUisnhmbrtUplAntWrkrzHAvbinanstRyksinsaktObrfiT.
147,.itsHAl?hnhfiShlzIDAtROmzdisiZhndigRAnthbwtEtsevhnHhnrdsevhnIfyvmil?hndalrdeRhntIhpekspoRtkRedits.WhzpRymeRhlIhtphlitikhl.RADrdinhbAGkiGdisiZhn.
148,.DIolHyfhnoRdhneRIzindeksfelEtInpntTRIkamh@oRWhnpYntWhnprsent.kamh@tUWhnTwzhnkamhsiksHhnrdtWenITRIpYntsikspiRIhd.
149,.DEnOtidezWelDAtDEkhntin?UtUbIAktivinRIlistEtdivelhpmhntpiRIhd.
150,.jhpAnfylzmoRpAthnsWUldbWydDhnenIhDrkhntRI.
151,.+hjOnsedHitbIgAntHeztiGROgEnanWimhnEnnyntInEtIsevhn.kamh@hbAtfoR?rz~AtrtestsambaldiGmenbigen.piRIhd.
152,..WhnpRhspRekthdbyrzHOkrkoRprEShnkamh!inostROiG?hnRelistEtkhnsrnDhoRedI@Ondz.bI~hlpmhntAndbaGdWhttelrstoRzpiRIhd.
153,.bhthndrDhn?UzTRiftplAn!kamhDiginiinjAeRIfedrhlemplYIzkhncUzdhputDeRrityrmhnsEviGzinstank!oRbandfhndz.piRIhd!.
154,.bhtIvinWiThlObREkIvipYntimpRUvdkWalhtIhndpRadhksshksesizdanp?UtrzinabvIhslIWrIzAtDhWotrzWhlpaRtbinIzHizfIt.
155,.DhsIjdbykolzfrmDhpRes!HIsedHIWentUiHtilneRzofhs.
156,.bhtitWhlHAvEtlatmoR.det!DAniHAdpRIvIsliG.piRIhd!.
157,.indesprEShnkamhstoRiztRyGdtUWinbAkSRaprzWiDaRshplyzkamh.lynhnspiRhsdASHIintRhvhkhlfiSpiRIhd.
158,.~AndinhpiRIhdklImhnspREShn.
159,.jhpAnhWlhllw?UesbAGkstiaprEtsik?uRhtIz?UnitsinDhkhntRIhfiShlzsed.
160,.bhtmistrtROdrzletrsedDhtDhmhSInesWOlmevrhksepthfE+wRpkhmbUImoRbIstAmpItidinth+hnneshseRIoRimpRUdhv!AkShn!.
161,.h?UeshpIlzkoRtOvrtrndijejizRUliGDhtDeRWrdhbhlkWOtvesthjizhvsegRhgEShndhbhlkWOtin@AlhbAmhkalijizin?UnhvrshtIzpiRIhd.
162,.milteRIpalhsIWhztikIpDhtREvlrlRwtsORhnhndprtektDhsethldeRIhz!.
163,..itizDhsnytEShnhfRIdWhtlIfEmrdindkhnsisthntlIdhstoRdidby~AdbhkhtshvhlAstikkigzek?htivpwr.piRIhd.
164,.maRvingrstinkamhDIhtrnIfrt.michlAntrkamh@sedizklyhntinyzDIAlhgEShnzinDIesIsIs..RI!.
165,.DhsAndinIstistilHavshpoRthdmhchvDhkhntRIkamhDhDhWoRhndr@UhndikanhmIHAviROdidDeRpap?hleRhtIpiRIhd.
166,.DhfImElpRhdUsiz~Elitr@hvtUtUfoR?hGinnOvembrAnddisembr.
167,.kOkhkOlhseditspROfoRmhdetWudbIRIdUsttUhbwtnynprsent.htOthlkAphthl@.
168,.b?annyjiRhndetmistrtRefgaRnsezlUmzDhpRaspekthvtrniGlAthnhmeRhkhnkhntRIzdetindhsik?uRhtIz.
169,.pRIdsrpRyshzfeldziROpYntTRIprsenthndisembrkamhindhkEtiGinflEShtnDemEnzhndrkhntROlpiRIhd.
170,.pRysizhvaRedIRizhn!hndinstitUShnhlinvestrzWhlfynditHaRdiklImenIflOiGinDhDhsekhnsekShnpiRIhd.
171,.bEshmtymmSwdhkRozDhsfIlkOlhn.tUkIplEWidbE~gRUt.kWeschnmaRk!.
172,.~hDrAnhlhstssEDhtmedikhlRIHAvstaksolsO@vDhnHrtbikhzDEHAvbhnhkWtdWiTRhbhldnrsiGHOmkhmphnIz.
173,.paltiShztRhdiShnhlIdhpludgEmzhvtRikhnbeRitymDhnASnhldetHhzpuSthphginstDhlenthslEtidsIliG.
174,.DhfedzmEkiGevRIefrttikIphpfedfhndz!AEthnWhnkoRtrprsent!.
175,.HAnRUl.dintnEmrshkseshnsiIhd.
176,.infAktkamhmistrmAzlhmkamhDhdemhkRAtikpOltEkrpamhsezkamhdhbhlkWOt!mistrpiRIhd.
177,.!DeshlwzDhSAfts?UcEnj~Etslend.AnddyRekSin!AzDhkaRWIlzmUv~hp+AnddAn!.
178,.nwkamh@DIyResUlzWhtDItilhtIzolsOmtythlthlosthdhkShnfrDhkastshvbIbAndinplAntpiRIhd.
179,..oloGWiDAtsrcHizkamhniksplOZhnhvhnhDrsoRthG!d.
180,.ti?rzhgOkamh.DhpOzddikleRdDhnnigOSIEShnzAtAnimpAshndimpOzdmenIhvDIkhndiShnzinitspRhpOzdnUkantRAktpiRIhd.
181,.RabrtREfkamh@hsIcEloRhnzAnhlhstkamhsezRItElrzinRIshnt?rzHAvbinbodEtshksesivlIHyrpRysizpiRIhd!.
182,..apthmizhmhmhGmAn?hfAkcrrzhvnanduRhbhlgudzWhzDhHyhstAtEtItUprsenthpsevhnprsenijpYntsfRrmDhpRIvIhskoRtr.
183,.DIInoRmhshmwntshvkaRbhndyaksydinDIAtmhsfiRkazDisHypReSh!.
184,.menIskWebhlzbROpwi.
185,.DhfedrhlfhndzREtfelslytlIkamhAvRijiGjhsttOvrsikshndTRIkWoRtrzprsent.piRIhd.
186,.bizmaRk.srvzezhtREdhndSipiGpYntfoRhneRIh@hvlaRjmekhnyzdfaRmz.
187,.!DhbAGksWhvezpaRthDeRefrttitesthnikspAndDhlimhtsAvsik?uRhtIzhndbAGkiGloz.
188,.bigboRdval?UmtOthldWhnHhndrdfoRtIfoRpYntsevhnmil?hnSeRzkhmpeRdWiTtUHhndrdTrdIfoRpYnttUmil?hnfRydE~.
189,.HizgREthsfiRzDAtHizigzAmpWhlfoRshDrinthlekcUlztikIpDeRHAdzdwn.piRIhd.
190,.mistrtRhmp.kudhnbIRIcfrkamhnt.
191,.HAviGDhbaRpAtrn+anmypAstcektilektRAniklIhbwtWhnTwzhntymzmEbIfIl@lykhtUpEstkaRthnlIviGhsUprmaRkit..
192,.DAtR?UlizEShnizWhtpRampthdDhSaRbhjitkhtsDhsAhn@rlIrDis?iRpiRIhd.
193,.bymidHyfhnmhnTHIHhzmEdfoRtIkantAkskamhtUHAvgivinIUnEmzhvOvrWhnHhndrdhDrpIphlthkolpiRIhd.
194,.DhRIjhnhltoksansik?uRhtIhSUzWudinklUdshbjeksDhtWrntkhvrdinDhpIspAktsyndbyDhfyvsentRhlhmeRhkhnnEShnzinoghstingWahmbhn!.
195,.DhdisendhnhvhpRamhnhntHymgeRIhnRrbinikhlfAmlI!mistrsOfrmEjisfoRchndriGDhnnyntInsevhnIzbydiskhvRiGYlinDhsynyDenizRElIak?hpaphz.
196,.DhWhnHhnrdSeRindekskEndtWenIsevhnpYntfoRpYntstisethlAtWhnTwzhnEtHhndrdsikstIsikspYnttU.
197,.foRolDOmistrHatnIztAlhntintURijhntAlhtIrjenRhlIikknalijkamh?iUzbRigaRdidinshmkWoRtrzizmoRivIgivtijhlhstREtdrzinhmEjraRtistpiRIhd.
198,.WiwRlIimplYIzkamh@EtInprsent.piRIhd!.
199,.!HIzplAniGahnspendiGsevhnmil?hndolrzanAdvRhHyziGhpprmOShnDis?iRkamhRipeRdWudhbhlkWOt.hkhphlhvmil?hndalrzdhbhlkWOt.iDhpAstpiRIhd!.
200,.!lAstWIksevRhlpOlzSOdDhtoRIzOvrtEkiGDhlibrhlz.
201,.DEWranDhstRItskamhindhstEIhmzkamh.HAndinDIOlhmpik.Rezhdenchlkamplekshz.piRIhd!.
202,.DhkhmphnIlAs?uRHAdhloshvEtInpYntfyhvmil?hndalrzanRevhnUhvTRIHhndrd~EtIfoRpYntTRImil?hndalrz.
203,.hf?U?rzlEtrkamhinnyntInsikstIEtkamhRUfrdhnhbhnchm?UziShnzHImetTRUhnAdinmilhtImEkrfoRmdhbAndpiRIhd.
204,.WinDhbAstfAlIhkWyrdhlaRjstEkin?Un?hnkaRbydkoRprEShnAftrDhpestdisydplAntAkshdeninbOpalin?mistrlAmfalhndsUt+.
205,..bhtHiz~EddsE!HIWhzkhnvenstDAtHIWhzdUiiGDh@RytTiGh.piRIhd.@.
206,.khnRAjhlEShnztUmistrlEnfrkspResiGDhtRUfIlinzhvmOshvhsHhsrtinbIhtnam@.
