id,Predicted
63,.bhtitkWiklIbikEmpliRDAtitWhznOmistEk.hndnOREdr.
64,.kimdEZhG@HAzRijektidHizRyvhlzofrhvDhpaRtIpRezhdhnsI!AndhsIn?rphziShn~inAkim?hGksAmghvrmhntpiRIhd!.
65,.mistrbuSkhnRipoRthdlIfEvrdkIpiGDhkhmphnIHelRyDrzhnakShniGinhvijhWhlAses.
66,.DhkhmphnIzdetlWhztWenIsiksprsenthvkApthhlAtDIendhvDhsekhnkWoRtr.itstaRgyReSIOis.TrdIfyvprsent.
67,.lykDhpIkiGmIdIiznankhvrizhvDIiniShlcynIstUdhndeminstREShnztyWonztiUbighsnASnhldElIzHAvfrmhnTsolbhtignoRDhdhmestiksdUdhnhnRes!.
68,.stilkamh-izstEksceRmhnkamhjEemkendhlkamhizkWiktURignalijkamh@dhbhlkWOt.DhpEprindhstRIizveRIkhnsrvhtiv.piRIhd!.
69,.fAksezHAzbOTWenrz~AndmUzrzDis?iRpiRIhd!.
70,.WinkhvlItidinyntInEtIynkamh.DhplAntWilimklIstI~oRgoGDhpAsibIvDhphsifiknoRTWestbyTrdIprsentkamhDhkhmphnIsed.piRIhd.
71,.Dhpap?hlEShnlivzbyHrdiGgOtshndSIpoRbEtEd!.
72,.yWantthsIshmyskRIm.
73,.mIntymkamh@mistrmhkaRdDIizRrplEsiGkI?UnhnhfiShlzkamhinklUdiGintsjenrhlkwzhlendsembhnigOSIEtrzpiRIhd.
74,.baln?UmeRhzRelhdtUdlIlOdTRIHhnrdsiksITRIpYntnynmil?hnSeRzolDOhvbhhvDhTRIHhnrAdTrdIEtI?inSeRztREdidtUzdE!.
75,.hndAk.kamh@bhpRO+k?UZhn!AnvryhtIhvmistrHakthnzWrk.sImtUHAvkIvinDhSOzoRvhnyzrzshmpRablhmzWiTitspReshntEShn.
76,..hmeRhkhnikspReststillIdzkamh@DOkamh@WiTEtIfoRhvDhtapWhnHhndrdstoRztEkiGitskaRdpiRIhd.
77,.ymHhntiGelhfhns.
78,.mistrjOshfWhzpRIvIhslIpRezhdentAndcIfaprEtiG@ofhsrhvkhm?UnhkEShnzsydhlykkoRprEShnhvWaSiGthnkamh@dIsIpiRIhd.
79,..kAnhdhtsmhstREzDAtlIstfyvTwzhndalrzininndhvijhWhlkantRhb?UShnzhvhndrtUHhnrdfiftIdalrzindAtlIst.tWenIstEts.
80,.WhttRigrjIemzn?UzstRAdhjIizhnkliR+.
81,.dhbhlkWOt.DIimIdIit.khthndkhnsUmrwtlzWudbIOnlIhbwttWenIbil?hndalrztitWenIfyv!bil?hndalrzkamhAndDOzrsmolnhmbrzinaRikahmIpiRIhd!dhbhlkWOt.
82,.dhbhlkWOt.itsinhdiSnhldalrfedrRhlspendiGeWinAvbinDeRbifoR!kamhdhbhlkWOt!mistrswnbeRysed.piRIhd!.
83,.DishlwzDhSAftticEnjitsleGThnddrekShnizDhkaRWIlzmUvhphnddwn+.
84,..DhstAcUhvlibrtIAnd~elisylhndkaRWiTinDhn?UjrzIWotrz~n?U?oRkbE.
85,.DhstAcUhvlibrtIAmdihlhsylhnzaRWiTinDhnUjrzIWotrzhvnU?oRkbE+.
86,.DhkhntIkhndhktrdhkosrIHelzhndfyRinspekShnrfrHWh@.
87,.DEkhnolsOSOHwdhSEphndsyzhvkanthnhntshndOShnzHAvcEnjdOvrtym.
88,.mhchvDhgROndbIfkhnsUmdinDh?UnytidstEtskhmzfrmdeRIkwz.
89,.DIeksHyfhnhtrnIjenRhlHAdtestfydfrWolhkhtDhtRylinnU?oRk!piRIhd.
90,.HIintRhdUstDhRytiGhviGgliSinthkrik?hlhmDAtHAdemfhsysdlAthn.
91,.inmOstkEsizOnlIhf?UaRthfAktts!hndDhfwndEShnzhv.bildiGzkhnbIsIn.
92,.itsElzgROitihslytlIslOrpEskamhHIsezkamhDhRizhltizHyrinvhntuRIzhndHyrfynAnsiGkastsoRmaRktwnzpiRIhd.
93,.!HInevrhbtEndEDi~?uRakhdemikphziShnHoRprmhnhntimplYmhnt.
94,.AditskaRntSiRpRysnUoRTIstmaRkitvAl?UizhbwtWhnHhnrdtenminl?hndalrz.
95,.iklipsizhvDhshnAnd@mUnHAvloGmEdEdIpimpReShnanH?Umhnkynd.
96,.DEaRthfREdhvlaRjdistHwhtrzshcezkEmaRtAndDIs.
97,.nInWylkamhlAstWIkssrjinYlpRysizHhz.bUstDhbRitiSpwndpiRIhd!.
98,.WinDIinrjIindhstRIWhzgROiGkamhdhlOnzWrHylIpRafhthbhl.kamhofhnIldlItUWrTRIpYntsOvrDhpRymREtpRId@.
99,.mykRhbyalhjIizDhsthdIivoRghnizhmz.AtkenapbhsInbyDhnEkhdyd.
100,.OnlItU?UzhgO.EtHhnrdeksanimplYIIz.ak?hpydTrtInfloRzhvDI.YljyhntsnU?oRkskyzdgREpr.
101,.DhlIdr+S+ipgADrdAtDhlIvRhm@WhlbIcaRjdWiTDhlAkhv.dishplhnt.
102,.foRhndmhnIHizpoRthntUWestjrmhnIsisDhkhntRIhbalijtizpRIvIhstWenIfyvprsentWiTHOldiGtAksanintRistpEmhntsinnyntInEtIfoR..piRIhd.
103,.cyn@hndrWendthphlithkhlSUlAftrfebUWeRInyntInEtIsevhlhn.
104,.HhzpRIvIhslIRipoRthd.kamhmistrtRhmphsIkiGthprventbAlIfrmbyiGgOldinnhgitinkoRprEtidzkhsIne.Hyfhn.HOtelinDhtleniksitI.kamh.m?UcrzI.piRIhd.
105,..inRIshnt?rzSIizpRymeRhlIhpiRdintelhviZhnfilmzshcezlithlgloRIh@.
106,.HIsednhgOSIEShnzWiDDhbAGkkamhh?UnhthvWelzfagO.AmprsAnd.khmphnIkamh@aRkhntin?UiG.piRIhd!.
107,.sensedDhpRablhmzDhtledthDhlosHAvdhbhlkWOtlaRjlIbinRizhlvtkamh@dhbhlkWOt!hndDAtitRisIvRekrdbukiGzinitsfoRTkoRtrpiRIhd.
108,.bOTphtROlIhm+hndnAcRhlgAsdhpazits!rskAtrdTRUIstrn+OHyO@.
109,.inmOskEshzOnlIEf?UaRthfAktshndDhfwndEShnzhvbildiGzkAnbIsIniz.
110,.mistrIWhlHUHAdbenvyspRezhdenthnddebbgEtdjenRhlkwnshhvtenhkOshksIdzmykhlaRWolrHUWhzentriGhpRyvhtlopRAktis.
111,.!HIz~hndrDhghnhHOldwnpRysizkamh@.dhbhlkWOtsezjeRIjEjAzhnwskIkamhcIfiikanhmisfrDhnASnlhsOsIEShnhmAn?hfAkcrrzpiRIhd.
112,.sevRhlh-hDrkhmphnIzrdivelhpiGDeROnsisthmz.piRIhd!.
113,.hpeRhntlIkamh.DOkamhinvestrsIshmbAl?UvinAlhgEnI!piRIhd!.
114,.foRhpap?hlEShnWiTlOddeTREtshndnOnetmygREShnthRhplEsitselfkamhDhtOthlfrtilhtIREtDIdztibIhbwttUpYntWhn.piRIhd.
115,.mistr~yhkOkhlEdmhchvDhblEnkfrDhkhnOShzSeddwnh@hnfoRhnkamphtiShn.kamh@sphsifiklIjAphnIzotOmEkrzpiRIhd!.
116,.insydhzhvblAsthvlythmkIdinYzpiRIhd!.
117,.AnhlhsolsOkliShnhsitADhkhmphnIzTIimpaRkskamhOkamhsEGhsElh@DAtaprEShnkudfalO@piRIhd.
118,.DhmiSiginpROgRAmkAntsstaRthntiilbIintrnhlRevhnIsrvisgRAnsitstAksigzempstAths.
119,.bhtmistrdhglhsgRrmisthndpRhnwnstrtUthlt.
120,.WelkOmh@klAskamhWelkhmtUDhf?Ucr!piRIhd!.
121,.tOkIOzmnishphlghvrmhn.plAnztisedhphtImtiHelpsmoldbiznishzhplyzsUprkanthkthtivitIRIsrcthpRadhks.piRIhd.
122,.infAkt.hnhmrvilIinstitUShnzhpRyvhGk.hndpaRttikhzhvhHylIshksesfhlfhndREziGhfRrrts.
123,.iklipsizhvDhshnAndmUnhvloGmEdEdIpimpReShnanH?Umhnkynd.
124,..dhbhlkWOt.WIvintrdhpiRIhdWr!IkhnamikkWoRsizaRpRhdUsiGtRhmmendistREnzondOznhs.kamh.dhbhlkWOtsisloRhnshbRyhn.kamhhtAkslabIest.piRIhd!.
125,.shmkRitiksHAvWohnDAHasthltEkOvrzmEHaRmbAGkshndSudbIstkRUthnyzmoRDhnhDrmrjrz.
126,.hnhDhkRitisizhmizDhgipftfhndzplEstURiRfoRhnsrvisimbAshtrzAdidishdvAnijkhmpeRdWiTpilitiklIhpYntidAmbAshtrzpiRIhd!.
127,.itshnlmytgEDAtmisthbREtIWhlbIEbhlthkhmplItDhpRajekthndDhdyiGbEzhvIAdministREShnDifiShlseOez!.
128,.AnRikoRdrindhkEsDAthkakpUthlaRhDAtSudHAvhlrdhdDhkRUdtihndpRaprlIstetslApstidhnghbo.piRIhd.
129,.DhjuRI@olsOfwndDAtklEthnhndrmhzeRIkamhnlaHAdbRIctitsfhdUvSIeRIdUtIz.bikhzhvself.HyfhndIliG.piRIhd.
130,.mInWylkamhnatUOsOnhltRydIIz?Ues.Hyfhn.jhpAntREdtenchnzdriGtoksWDREghnDhsWIk.piRIhd.
131,.itizWhnhvDI+rlIhst~AgRhkhlcrhlvilijiz?et.diskhvrdinswTWestEZhn.
132,.HIizhmEjrfig?rhmhG@RytrzHUbREkhWEfrmDIhmeRikhntRhdiShnhvRIliztIm.
133,.noRTsRhpseditizinvestigEtiGhDrAlhgEShnz.piRIhd.
134,.nOfynhlbhjetdisiZhnzHAvbinmEdAtDhWytwspiRIhd.
135,.menIeksprtskamh@tUkamh.sEEtizhnfeRtikhndemhnintyrbRIdbikhzhvhf?UvynlhtAnhmhlz.piRIhd!.
136,.fedRhlfhndzIzhlIkudRImEnhtsevhnhndWhnHAfprsentinkhmiGWIksHIsed.
137,..WIhkseptinpRinshbhlDhtDhtymmEkhmWhnWIHAvtiAk.
138,.bhtgivhnDhpRymminhsrzikscoRthneRIGekhnamikshksesinbRithnkamh.indmytbIWrTinkWyriGWeDhpOlhndmytbenhfitfrmhnUhvpROcOlhnhflydTAcrizhnpiRIhd.
139,.DenSIsIzDhpRystAGk.tWenITRIdalrzpwnd.
140,.hbighpsrjindivoRsizizikspektidhmhGstak.bROkrzinvesmhntbAGkrzAndtREdrzinDhWEkhvDIAktObrnnyntInTkRASanWolstRIt.
141,.dhbhlkWOt.biRnatRekhmendiGenIfoRmhvRIkApithlizEShnAtDiztymkamhhndlIWhlnatbIhvpaRtItienIfoRmhvgRInmelhtenItympiRIhddhbhlkWOt.
142,.DhboRdolsOdizsydidhgenstpEAiGAtUprsentstakdividendfrnyntInEtIsevhnsemikOlhn.jenkoRpHAdinpAAiGshcdivitAndsinsnyntInsikstInyn.piRIhd..
143,.DhkhmAndrolsOsedmaskhWhlnatkhntestDhkApcrhpRhvenShlkAphthlbyAfgAnRebhlzpiRIhd.
144,.pRyshzHAvoRedIRizhnAndinsthtUShnhlinvestrzWhlfyndiHaRdtikIpmhnIflOiGinthDhsekhnsekShn.
145,.DEbigAnthbildbOtsWiTDhsEmmhtiRIhlzE?UzrpoRthbhlSeltrz!.
146,.sEnlUisnhmbrtUplAntWrkrzHAvbhnOnstRyksinsaktObrfifT.
147,.is~HAl?UnthfiShlsEDAtROmzdisiZhndigRAnthbwt.Esevhn+hndrhdsevhnIfyvmil?hndalrhvgeRhntIhvekspoRtkRedits.WhzpRymeRhlIAtphlitikhl.RADrDdinhbAGkiGdisiZhn.
148,.DIolHyfhnoRdhneRIzindeksfilEtInpYntTRIkamh@oRWhnpYntWhnprsent.kamh@tUWhnTwzhnkamhsiksHhnrdtWenITRIpYntsikspiRIhd.
149,.DEnOtrdezWelDAtDEkhntin?UdtUbIAktivinRIlistEtdivelhpmhntpiRIhd.
150,.jhpAndfylzmoRpAthnzWhldWydDAnenIhvDhkhntRI.
151,.hbjOnsedivgAntesiGROgEnanWimhninnyntInEtIsevhnkamhbhtfoR?rzAftrtestsanbOtiGminDhgen.piRIhd.
152,..WhnpRhspRekthdfyrzHOkrkaRprEShnkamhinostRO?hnRilistEtkhnsrnDhnoRedI@OnzbI~elmhninbaGmittelhstoRzpiRIhd.
153,.bhthndrDhn?UzTRiftplAnkamhbiginiinjEnWeRIfedrhlimplYIzkhncUzdhputDeRrtyrmhntsEmiGz~instanoRbandfhndz.piRIhd!.
154,.bhtIvhnWiThlObREkIvinpYnt!HimpRUvdkWalhtIhndpRadhkshkseshzdanpIdrzhnabIhslIWrIzAtDhWotrzWhlpaRtpinIfHizfIt.
155,.misIjbykolzfrmDhpRest!HIsedHWinttUAdtilmeRHizofhs.
156,.bhtitWhlHAvElofmoR.Det.benitHAdpRIvisliG.piRIhd.
157,.indestbrEShnkamh@stoRiztRytUWinbAkSnaprzWiDaRshplyzkamh.lynhnspiRistdASt.IAvintRablhkhlfiSpiRIhd!.
158,.EandDinatpIRIhdglImhntsprEShn.
159,.jhpAnWhhlw?UesbAGksthaprEtsik?uRhtIzi?UnitsinDhkhntRIhfiShlzsed.
160,.bhtmistrtROdrzletrsedDhtDhmhSInessWhlmevrhksepthfEhpphmphnInoRbIstAmpItidintU+hmneshseRIoRmpRUtit!AkShn.
161,.h?UeshpIlzkoRtOvrtrnthjhjizRUliGDhtDeRWedhbhlkWOtvestijizhvsegRhgEShndhbhlkWOthnAlhbAmhkalhjizin?UnhvrshtIzpiRIhd.
162,.mihteRIpalhsIWhztikIvDhtRelhlRwsOphnhndprtektDhsethldeRIhz!.
163,.itizhzmytEShn~fRIkmhtlIfEmvrdhndkhnsisthntlIdistoRthdby+AdbikhtshvhlAstikigzek?htivpwr.piRIhd.
164,.!maRvbhngrhsthnkamhDIetrnIfOv!micWhlAntrkamhsedizklynhntinyzDIAlhgEShnzinDIesIsIslvpRId.
165,.DhsAndhnIstistilHavshpoRthdmhchvDhkhntRIkamhDhtDhWoRhndhRUhndikanhmIHAviROdidDeRpap?hleRhtIpiRIhd!.
166,.DhfImElpRhdUsizEdlitrhvtUthfoR?hGhnOvembrAnddisembr.
167,.kOkhkOhseditspROfoRmhdetWudbIRIdUsttUhbwntnyndprsent.htOthlkAphthl@.
168,.b?anDnhjiRIhndet.mistrtRevkaRnsezlimzDhpRaspekthvtrniGlhtnhmeRikhnkhntRzdetintisik?uRhtIz.
169,.pRhtUznrpRyshzfeldziROpYntTRIprsentdisembrkamhindhkEtiGinflESnrmEnz@hndrkhntROlpiRIhd!.
170,.paysizHaRtIRizhnhndIinstitUShnhlinvestrzWhlfyndidHaRdikItmhnIflOiGinthDhsekhnsekShnpiRIhd.
171,.DEshmtymWizSwthkRoshvfIldkOlhndtiSIplEWiDbEbRUT!kWeschnmaRk!.
172,.@hDrAnhlhstssEDhtmedikWhlRIHAvstaksolsO@HAvDhnHrdbikhzDEHAvbenikWEtidWiTtRhbhldnrsiGHOmkhmphnIz.
173,.palhticrhztRhdiSnhlIthvpudgEmzhvcikhnt.etRItymDhnASnhlDetHhzpuSthphginsttilentslititssIliG.
174,.DhfedzmEkiGevRIefrttikIphpfedfhndz!itEthndWhnkWoRtrprsent.
175,.AnROl.dintmEmhshksesh@.piId.
176,.infAktkamhmistrmAzlhnkamhDhdemhkRAtikkOltEkrkamhsezkamhdhbhlkWOt.mistrpiRIhd.
177,.DishlwzDhSAfttUcEj~itslemt.AnddyRekShn!AzDhkaRWIlzmU@hpAnddwn.
178,.nwkamh@DIyrRhsRUlzAtDI?UtilhtIzolsOmtythldthElastidhpShnfikastsOIbAndinplAntpiRIhd.
179,.oloGWiDAtssrjHizkhmhniksplOZhnhvhnhDhsoRtpiRIhd.
180,.tU?rzhgOkamh@DhpOsddiklyRdDhnigOSIEShnzAtAnimpAshndimpOzdmenIhvDIkhndiShnzinitspRhpOzdn?UkantRAktpiRIhd.
181,.Rabrt@REfkamh@hsIjEloRhnsAnhlhstkamhsezRItElrzinRIshnt?rzHAvbinbotitsshksesivlIHyrpRysizpiRIhd!.
182,.apthmizhmhmhGRAn?hfAkcrizhvnanduRhbhlgudzWhzDhHyhstAdEItUprsenthpsevhnprsentijpYntsfrmDhpRIvIhskWoRtr.
183,.DIInoRmhshmwntshvkaRbhndyaksydinDIAtmhsfiRkazDisHypReSr!.
184,.menIsklRabhlzbROkwt.
185,.DhfedRhlfhndzREt.felslytlIkamhAvRhjiGjhstOvrsikshndTRIkWoRtrzprsent.piRIhd.
186,.bizmaRsrvzezhtREdAndSipiGpYntfoRhneRIh@hvlaRjmekhnyzdfaRmz.
187,.!DhbAGksWhvizpaRthvDeRefrttitesthnikspAndDhlimitshvsik?uRhtIsenbAGkiG@lhs.
188,.bigboRdval?UmtOthldWhnHhndrdfoRtIfoRpYntsevhnmil?hnSeRzkhmpeRdWiTtUHhndrdTrdIfoRpYnttUmil?hnfRydEt.
189,.HizgRithstfiRzDAtHizigzAmphWhlfoRshDrhntilekSUhliztikIpDRHAdzdwn.piRIhd.
190,.mistrtRhmp.kudhnbIRIcfrkament..
191,.HAviGDhbaRpetranmypAsttAktilektRaniklIhbwtWhnTwzhntymzmEbIfIllykhtUTpEskaRthnlIviGhsUprmaRkit.
192,.DAtRIlhzEShnizWhtpRampthdDhSaRpbhjitkhtsDhsAthnrlIrDis?iRpiRIhd!.
193,.bymidHyfhnmhnTsHIizmEdfoRtIkantAkskamhktHAvgivhn~UmnEmzhvOvrWhnHhndrdhDrpIphlthkolpiRIhd.
194,.DhRIjhnhltaksansik?uRhtIiSUzWudinklUdshbjeksDhtWrntkhvrdinDhpIspAksyndbyDhfyvsentRhlhmeRikhnnEShnzinoghstingWhdtml!.
195,.DhdisenDhnhvhpRamhnhntHhmgeRIinRIbenikhlfAmlI!mistrsOfrmEdisfoRchndriGDhnyntInsevhntIzbydiskhviGYlindDhsynytDenHizRElIakhpydhRh.
196,.DhWhnHhnrdSeRindeksgEndtWenIsevhnpYntfoRpYntstisethlhtWhnTwzhnEtHhndrdsikstIsikspYntti@.
197,.foRolDOmistrHakhnIztAlhnthndURijhdAlhtI?rjegRhlIhknalhjkamh!izRhgaRdidhnshmkWoRtrzezmoRhbIigiftiditlWhstREtizinhmEjraRdistpiRIhd.
198,.WiTwRlIimplYIzkamhEtInprsentpiRIhd.
199,.HIzplAniGhnspendiGsevhnmil?hndolrzanAdvrtyziGhv!mOTsinDis?iRkamhbRhpeRdWi.dhbhlkWOthkhphlhvmil?hndolrzdhbhlkWOt.inDhpAstpiRIhd.
200,.lAstWIksevRhlpOlzSOldDhtoRIzOvrtEkiGDhlivrhlz!.
201,.DEWranDhstRItskamhindhstEdIhmzkamh.AndinDIhlimpik.RezhdencRhlkampleksiz.piRIhd!.
202,.DhkhmphnIlAstc?uRHAdhloshvEtInpYntfyyvmil?hndalrzanRevhnUhvTRIHhndrdIEtIfoRpYntTRImil?hndalrz..
203,.mhf?U?rzlEtrkamhinnyntInsikstIEtkamhgRUfrdhndhbhndchm?UziShnzImetTRUhnAdinmilhtImEkrfoRmdhbAndpiRIhd.
204,.WinDhbAstfAwnlIhkWyrdhlaRjstEkin?Un?hnkaRbydkoRprEShnAftrDhpestisydplAntAkshdentinbOpaliGDIemistrlAmfalhdsUt.
205,.bhtHizEdsEHIWhzkhmvenst.DAtHWhzdUiGhDhRytTiG.piRIhd@.
206,.khnRAjhlEShnzthmistrlEiGfrispesiGDhtRUfIlhnshvmOshvhsUvsrghnbIenhn.
